19910816,-0.81,0.41,0.13,-0.15,0.4,0.02
19910819,-2.27,-0.37,0.1,0.14,0.1,0.02
19910820,0.67,0.22,-0.12,0.11,-0.06,0.02
19910821,2.61,-0.45,-0.69,0.32,-0.8,0.02
19910822,0.19,0.15,0.01,0.22,0.06,0.02
19910823,0.59,-0.18,0.22,0.01,-0.05,0.02
19910826,-0.05,0.08,-0.12,-0.22,0.01,0.02
19910827,-0.11,0.22,-0.39,0.07,-0.14,0.02
19910828,0.79,-0.2,-0.28,-0.06,-0.13,0.02
19910829,-0.02,0.15,0.1,0.1,-0.25,0.02
19910830,-0.17,0.5,-0.12,0.09,0.12,0.02
19910902,-0.02,0,0.01,-0.01,0,0.02
19910903,-0.75,0.2,0.21,-0.13,0.23,0.02
19910904,-0.57,0.21,0.08,0.02,0.07,0.02
19910905,-0.26,0.21,0.1,-0.15,0.26,0.02
19910906,-0.02,0.07,0.06,-0.23,0.07,0.02
19910909,-0.13,0.17,-0.17,0.04,0.12,0.02
19910910,-1.03,0.04,0.17,0.06,0,0.02
19910911,0.15,0,-0.25,0.13,-0.25,0.02
19910912,0.64,-0.1,-0.58,0.32,-0.69,0.02
19910913,-0.89,0.71,0.28,-0.22,0.53,0.02
19910916,0.4,-0.62,-0.02,0.07,0.22,0.02
19910917,-0.07,0.05,-0.18,0.16,-0.08,0.02
19910918,0.32,-0.05,-0.19,-0.01,-0.24,0.02
19910919,0.29,0.42,-0.29,0.04,-0.36,0.02
19910920,0.19,0.33,-0.17,-0.05,-0.06,0.02
19910923,-0.45,0.2,-0.09,0.19,-0.01,0.02
19910924,0.42,-0.4,-0.11,0.02,-0.25,0.02
19910925,-0.18,0.11,0.07,-0.01,0.13,0.02
19910926,-0.04,0.12,0.47,-0.26,0.15,0.02
19910927,-0.2,-0.12,0.11,-0.07,0.14,0.02
19910930,0.51,0.17,-0.29,0.02,-0.01,0.02
19911001,0.25,-0.15,-0.62,0.18,-0.31,0.02
19911002,-0.26,0.01,0.25,-0.14,0.23,0.02
19911003,-0.87,0.09,0.44,-0.09,0.22,0.02
19911004,-0.61,0.65,0.18,-0.17,-0.01,0.02
19911007,-0.56,-0.2,-0.07,0.11,0.08,0.02
19911008,0.23,-0.13,0.05,0.22,0.05,0.02
19911009,-0.85,0.49,-0.13,0.07,-0.02,0.02
19911010,0.68,-0.7,-0.08,-0.02,0.01,0.02
19911011,0.29,0.05,-0.01,-0.23,-0.15,0.02
19911014,1.13,-0.4,-0.35,0.2,-0.49,0.02
19911015,1.2,-0.16,-0.06,-0.14,-0.44,0.02
19911016,0.65,0.47,-0.01,-0.22,-0.38,0.02
19911017,-0.23,0.19,0.11,-0.18,0.06,0.02
19911018,0.19,0.27,0.09,-0.31,-0.01,0.02
19911021,-0.57,0.45,0.01,0.04,0.01,0.02
19911022,-0.4,0.53,-0.08,-0.27,-0.08,0.02
19911023,-0.07,-0.2,-0.08,0.04,0.18,0.02
19911024,-0.76,-0.2,0.33,0.09,0.4,0.02
19911025,-0.3,-0.16,0.3,0.12,0.28,0.02
19911028,1.16,-0.83,-0.35,0.1,-0.29,0.02
19911029,0.6,0.06,0.05,-0.06,0.1,0.02
19911030,0.48,0.09,0.25,-0.47,-0.02,0.02
19911031,0.1,0.79,-0.49,-0.18,-0.09,0.02
19911101,-0.28,0.14,-0.19,0.18,0.23,0.02
19911104,-0.31,-0.05,0.15,0.36,0.11,0.02
19911105,-0.22,0.26,-0.06,0.04,-0.08,0.02
19911106,0.24,-0.09,0.01,0.06,-0.04,0.02
19911107,0.89,-0.14,-0.24,0.09,-0.04,0.02
19911108,0,0.25,-0.17,0,-0.11,0.02
19911111,0.1,0.12,-0.63,0.05,-0.22,0.02
19911112,0.87,-0.2,-0.42,0.15,-0.27,0.02
19911113,0.1,-0.19,-0.22,0.12,-0.1,0.02
19911114,-0.14,0.03,-0.05,0.2,-0.16,0.02
19911115,-3.34,0.46,1.54,0.12,1.13,0.02
19911118,0.52,-0.58,-0.89,0.38,-0.42,0.02
19911119,-1.53,-0.64,0.32,-0.19,0.3,0.02
